16:46:54.365484 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:58.428201 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:46:58.608923 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:59.367769 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:46:59.928849 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:47:00.365669 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:47:01.342994 ARP, Request who-has 192.168.139.144 (Broadcast) tell 192.168.139.142, length 46
16:47:01.343423 ARP, Reply 192.168.139.144 is-at 00:0c:29:9c:ce:04 (oui Unknown), length 46
16:47:01.426673 IP 192.168.139.144.netbios-ns > 192.168.139.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
16:47:01.545375 IP 192.168.139.142.48732 > 192.168.139.2.domain: 52543+ PTR? 144.139.168.192.in-addr.arpa. (46)
16:47:01.550107 IP 192.168.139.2.domain > 192.168.139.142.48732: 52543 NXDomain 0/1/0 (114)
16:47:01.552079 IP 192.168.139.142.45297 > 192.168.139.144.microsoft-ds: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.738360 IP 192.168.139.142.45297 > 192.168.139.144.1026: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.738401 IP 192.168.139.142.45297 > 192.168.139.144.10778: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.738410 IP 192.168.139.142.45297 > 192.168.139.144.481: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.738455 IP 192.168.139.142.45297 > 192.168.139.144.24: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.738463 IP 192.168.139.142.45297 > 192.168.139.144.3031: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.738490 IP 192.168.139.142.45297 > 192.168.139.144.1039: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.738513 IP 192.168.139.144.2009 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738517 IP 192.168.139.144.1935 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738561 IP 192.168.139.144.3814 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738569 IP 192.168.139.144.33 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738608 IP 192.168.139.144.2557 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738616 IP 192.168.139.144.6692 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738639 IP 192.168.139.144.6565 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738668 IP 192.168.139.144.discard > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738676 IP 192.168.139.144.8333 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738697 IP 192.168.139.144.5961 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738724 IP 192.168.139.144.1036 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738731 IP 192.168.139.144.1187 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738755 IP 192.168.139.144.1037 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738781 IP 192.168.139.144.7625 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738788 IP 192.168.139.144.iscsi-target > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738811 IP 192.168.139.144.3071 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738820 IP 192.168.139.144.1021 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738858 IP 192.168.139.144.1117 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738866 IP 192.168.139.144.2042 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738889 IP 192.168.139.144.1998 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738896 IP 192.168.139.144.5960 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738918 IP 192.168.139.144.1461 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738924 IP 192.168.139.144.9001 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738946 IP 192.168.139.144.912 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738953 IP 192.168.139.144.617 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738976 IP 192.168.139.144.6666 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.738983 IP 192.168.139.144.svn > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.739007 IP 192.168.139.144.1026 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.739013 IP 192.168.139.144.10778 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.739034 IP 192.168.139.144.481 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.739040 IP 192.168.139.144.24 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.739062 IP 192.168.139.144.3031 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.739089 IP 192.168.139.142.45297 > 192.168.139.144.3527: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.739176 IP 192.168.139.144.1039 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.739244 IP 192.168.139.144.3527 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.741479 IP 192.168.139.142.45297 > 192.168.139.144.cisco-sccp: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741491 IP 192.168.139.142.45297 > 192.168.139.144.8193: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741534 IP 192.168.139.142.45297 > 192.168.139.144.shell: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741539 IP 192.168.139.142.45297 > 192.168.139.144.5004: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741555 IP 192.168.139.142.45297 > 192.168.139.144.ldaps: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741559 IP 192.168.139.142.45297 > 192.168.139.144.19101: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741587 IP 192.168.139.142.45297 > 192.168.139.144.51103: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741591 IP 192.168.139.142.45297 > 192.168.139.144.15002: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741606 IP 192.168.139.142.45297 > 192.168.139.144.2100: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741611 IP 192.168.139.142.45297 > 192.168.139.144.9200: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741638 IP 192.168.139.142.45297 > 192.168.139.144.gnutella-svc: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741642 IP 192.168.139.142.45297 > 192.168.139.144.3826: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741669 IP 192.168.139.144.cisco-sccp > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.741690 IP 192.168.139.144.8193 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.741703 IP 192.168.139.142.45297 > 192.168.139.144.2065: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741707 IP 192.168.139.142.45297 > 192.168.139.144.nrpe: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741747 IP 192.168.139.144.shell > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.741759 IP 192.168.139.142.45297 > 192.168.139.144.711: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741762 IP 192.168.139.142.45297 > 192.168.139.144.8500: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741783 IP 192.168.139.144.5004 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.741816 IP 192.168.139.142.45297 > 192.168.139.144.2021: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741820 IP 192.168.139.142.45297 > 192.168.139.144.1022: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741842 IP 192.168.139.144.ldaps > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.741896 IP 192.168.139.142.45297 > 192.168.139.144.50006: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741902 IP 192.168.139.142.45297 > 192.168.139.144.1971: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741939 IP 192.168.139.142.45297 > 192.168.139.144.19780: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741943 IP 192.168.139.142.45297 > 192.168.139.144.1259: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.741969 IP 192.168.139.144.19101 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.741973 IP 192.168.139.144.51103 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742001 IP 192.168.139.142.45297 > 192.168.139.144.poppassd: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742005 IP 192.168.139.142.45297 > 192.168.139.144.301: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742031 IP 192.168.139.144.15002 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742088 IP 192.168.139.142.45297 > 192.168.139.144.99: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742094 IP 192.168.139.142.45297 > 192.168.139.144.497: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742123 IP 192.168.139.142.45297 > 192.168.139.144.1096: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742128 IP 192.168.139.142.45297 > 192.168.139.144.1174: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742152 IP 192.168.139.144.2100 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742156 IP 192.168.139.144.9200 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742194 IP 192.168.139.142.45297 > 192.168.139.144.4003: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742199 IP 192.168.139.142.45297 > 192.168.139.144.61532: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742225 IP 192.168.139.144.gnutella-svc > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742266 IP 192.168.139.142.45297 > 192.168.139.144.1556: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742271 IP 192.168.139.142.45297 > 192.168.139.144.7777: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742312 IP 192.168.139.142.45297 > 192.168.139.144.9575: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742316 IP 192.168.139.142.45297 > 192.168.139.144.49175: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742342 IP 192.168.139.144.3826 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742346 IP 192.168.139.144.2065 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742383 IP 192.168.139.142.45297 > 192.168.139.144.900: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742387 IP 192.168.139.142.45297 > 192.168.139.144.1045: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742413 IP 192.168.139.144.nrpe > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742456 IP 192.168.139.142.45297 > 192.168.139.144.finger: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742462 IP 192.168.139.142.45297 > 192.168.139.144.7920: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742499 IP 192.168.139.142.45297 > 192.168.139.144.15000: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742503 IP 192.168.139.142.45297 > 192.168.139.144.3013: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742529 IP 192.168.139.144.711 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742532 IP 192.168.139.144.8500 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742561 IP 192.168.139.142.45297 > 192.168.139.144.903: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742564 IP 192.168.139.142.45297 > 192.168.139.144.4001: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742590 IP 192.168.139.144.2021 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742636 IP 192.168.139.142.45297 > 192.168.139.144.1038: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742641 IP 192.168.139.142.45297 > 192.168.139.144.kerberos-adm: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742678 IP 192.168.139.142.45297 > 192.168.139.144.1700: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742682 IP 192.168.139.142.45297 > 192.168.139.144.3007: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742707 IP 192.168.139.144.1022 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742711 IP 192.168.139.144.50006 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742747 IP 192.168.139.142.45297 > 192.168.139.144.20221: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742751 IP 192.168.139.142.45297 > 192.168.139.144.2638: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742776 IP 192.168.139.144.1971 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742811 IP 192.168.139.142.45297 > 192.168.139.144.10001: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742815 IP 192.168.139.142.45297 > 192.168.139.144.urd: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.742842 IP 192.168.139.144.19780 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742888 IP 192.168.139.144.1259 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742935 IP 192.168.139.144.poppassd > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.742981 IP 192.168.139.144.301 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743027 IP 192.168.139.144.99 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743073 IP 192.168.139.144.497 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743119 IP 192.168.139.144.1096 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743165 IP 192.168.139.144.1174 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743211 IP 192.168.139.144.4003 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743257 IP 192.168.139.144.61532 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743303 IP 192.168.139.144.1556 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743350 IP 192.168.139.144.7777 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743397 IP 192.168.139.144.9575 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743443 IP 192.168.139.144.49175 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743489 IP 192.168.139.144.900 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743535 IP 192.168.139.144.1045 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743581 IP 192.168.139.144.finger > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743628 IP 192.168.139.144.7920 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743634 IP 192.168.139.144.15000 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743690 IP 192.168.139.144.3013 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743748 IP 192.168.139.144.903 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743803 IP 192.168.139.144.4001 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743811 IP 192.168.139.144.1038 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743861 IP 192.168.139.144.kerberos-adm > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743869 IP 192.168.139.144.1700 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743908 IP 192.168.139.144.3007 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743916 IP 192.168.139.144.20221 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743954 IP 192.168.139.144.2638 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.743962 IP 192.168.139.144.10001 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.744064 IP 192.168.139.144.urd > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.745379 IP 192.168.139.142.45297 > 192.168.139.144.5810: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745389 IP 192.168.139.142.45297 > 192.168.139.144.1076: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745428 IP 192.168.139.142.45297 > 192.168.139.144.340: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745432 IP 192.168.139.142.45297 > 192.168.139.144.987: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745459 IP 192.168.139.142.45297 > 192.168.139.144.1029: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745463 IP 192.168.139.142.45297 > 192.168.139.144.6779: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745478 IP 192.168.139.142.45297 > 192.168.139.144.255: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745482 IP 192.168.139.142.45297 > 192.168.139.144.25734: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745508 IP 192.168.139.142.45297 > 192.168.139.144.afpovertcp: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745512 IP 192.168.139.142.45297 > 192.168.139.144.55056: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745537 IP 192.168.139.144.5810 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.745595 IP 192.168.139.142.45297 > 192.168.139.144.7443: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745601 IP 192.168.139.142.45297 > 192.168.139.144.3301: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745629 IP 192.168.139.142.45297 > 192.168.139.144.5033: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745633 IP 192.168.139.142.45297 > 192.168.139.144.2126: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745659 IP 192.168.139.144.1076 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.745663 IP 192.168.139.144.340 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.745699 IP 192.168.139.142.45297 > 192.168.139.144.44442: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745703 IP 192.168.139.142.45297 > 192.168.139.144.8002: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
16:47:02.745730 IP 192.168.139.144.987 > 192.168.139.142.45297: Flags [R.], seq 0, ack 1225517074, win 0, length 0
16:47:02.745756 IP 192.168.139.142.45297 > 192.168.139.144.2809: Flags [S], seq 1225517073, win 1024, options [mss 1460], length 0
