16:42:33.364744 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:34.584768 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:35.367527 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:36.364221 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:42:37.700042 ARP, Request who-has 192.168.139.144 (Broadcast) tell 192.168.139.142, length 46
16:42:37.700468 ARP, Reply 192.168.139.144 is-at 00:0c:29:9c:ce:04 (oui Unknown), length 46
16:42:37.901792 IP 192.168.139.142.56367 > 192.168.139.2.domain: 51859+ PTR? 144.139.168.192.in-addr.arpa. (46)
16:42:37.913834 IP 192.168.139.2.domain > 192.168.139.142.56367: 51859 NXDomain 0/1/0 (114)
16:42:37.915952 IP 192.168.139.142.56447 > 192.168.139.144.imap2: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338197 IP 192.168.139.142.56447 > 192.168.139.144.1272: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338224 IP 192.168.139.142.56447 > 192.168.139.144.ms-sql-s: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338254 IP 192.168.139.142.56447 > 192.168.139.144.5811: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338263 IP 192.168.139.142.56447 > 192.168.139.144.3828: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338316 IP 192.168.139.142.56447 > 192.168.139.144.qotd: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338324 IP 192.168.139.142.56447 > 192.168.139.144.691: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338362 IP 192.168.139.142.56447 > 192.168.139.144.radmin-port: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338389 IP 192.168.139.142.56447 > 192.168.139.144.5922: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338396 IP 192.168.139.142.56447 > 192.168.139.144.2048: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338447 IP 192.168.139.142.56447 > 192.168.139.144.60020: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338454 IP 192.168.139.142.56447 > 192.168.139.144.3914: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338492 IP 192.168.139.142.56447 > 192.168.139.144.5810: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338520 IP 192.168.139.142.56447 > 192.168.139.144.13456: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338527 IP 192.168.139.142.56447 > 192.168.139.144.3007: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338564 IP 192.168.139.142.56447 > 192.168.139.144.5902: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338571 IP 192.168.139.142.56447 > 192.168.139.144.3971: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338608 IP 192.168.139.142.56447 > 192.168.139.144.21571: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338615 IP 192.168.139.142.56447 > 192.168.139.144.1096: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338652 IP 192.168.139.142.56447 > 192.168.139.144.7496: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338662 IP 192.168.139.142.56447 > 192.168.139.144.40911: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338686 IP 192.168.139.142.56447 > 192.168.139.144.1119: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338693 IP 192.168.139.142.56447 > 192.168.139.144.1583: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338715 IP 192.168.139.142.56447 > 192.168.139.144.7999: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338721 IP 192.168.139.142.56447 > 192.168.139.144.1063: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338742 IP 192.168.139.142.56447 > 192.168.139.144.1310: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338748 IP 192.168.139.142.56447 > 192.168.139.144.xmpp-client: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338771 IP 192.168.139.142.56447 > 192.168.139.144.1521: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338777 IP 192.168.139.142.56447 > 192.168.139.144.7443: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338799 IP 192.168.139.142.56447 > 192.168.139.144.1051: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338805 IP 192.168.139.142.56447 > 192.168.139.144.4279: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338825 IP 192.168.139.142.56447 > 192.168.139.144.12345: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338831 IP 192.168.139.142.56447 > 192.168.139.144.1152: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338852 IP 192.168.139.142.56447 > 192.168.139.144.1201: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338859 IP 192.168.139.142.56447 > 192.168.139.144.x11-2: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338887 IP 192.168.139.142.56447 > 192.168.139.144.1166: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338894 IP 192.168.139.142.56447 > 192.168.139.144.6668: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338916 IP 192.168.139.142.56447 > 192.168.139.144.1494: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.338942 IP 192.168.139.144.301 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.338947 IP 192.168.139.144.2022 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.338969 IP 192.168.139.144.65389 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.338984 IP 192.168.139.144.bacula-fd > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339023 IP 192.168.139.144.6025 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339030 IP 192.168.139.144.255 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339050 IP 192.168.139.144.57294 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339058 IP 192.168.139.144.85 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339078 IP 192.168.139.144.4001 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339105 IP 192.168.139.144.1186 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339112 IP 192.168.139.144.2005 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339132 IP 192.168.139.144.33 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339139 IP 192.168.139.144.84 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339159 IP 192.168.139.144.1272 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339165 IP 192.168.139.144.ms-sql-s > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339201 IP 192.168.139.144.5811 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339210 IP 192.168.139.144.3828 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339231 IP 192.168.139.144.qotd > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339238 IP 192.168.139.144.691 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339273 IP 192.168.139.144.radmin-port > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339280 IP 192.168.139.144.5922 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339301 IP 192.168.139.144.2048 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339307 IP 192.168.139.144.60020 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339328 IP 192.168.139.144.3914 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339334 IP 192.168.139.144.5810 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339370 IP 192.168.139.144.13456 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339377 IP 192.168.139.144.3007 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339398 IP 192.168.139.144.5902 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339454 IP 192.168.139.144.3971 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339461 IP 192.168.139.144.21571 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339552 IP 192.168.139.144.1096 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339560 IP 192.168.139.144.7496 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339648 IP 192.168.139.144.40911 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339657 IP 192.168.139.144.1119 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339744 IP 192.168.139.144.1583 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339753 IP 192.168.139.144.7999 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339846 IP 192.168.139.144.1063 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339855 IP 192.168.139.144.1310 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339950 IP 192.168.139.144.xmpp-client > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.339959 IP 192.168.139.144.1521 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340038 IP 192.168.139.144.7443 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340047 IP 192.168.139.144.1051 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340128 IP 192.168.139.144.4279 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340136 IP 192.168.139.144.12345 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340217 IP 192.168.139.144.1152 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340226 IP 192.168.139.144.1201 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340306 IP 192.168.139.144.x11-2 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340315 IP 192.168.139.144.1166 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340394 IP 192.168.139.144.6668 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.340403 IP 192.168.139.144.1494 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.341814 IP 192.168.139.142.56447 > 192.168.139.144.340: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341825 IP 192.168.139.142.56447 > 192.168.139.144.login: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341867 IP 192.168.139.142.56447 > 192.168.139.144.1455: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341871 IP 192.168.139.142.56447 > 192.168.139.144.time: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341897 IP 192.168.139.142.56447 > 192.168.139.144.6: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341902 IP 192.168.139.142.56447 > 192.168.139.144.32778: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341916 IP 192.168.139.142.56447 > 192.168.139.144.1078: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341920 IP 192.168.139.142.56447 > 192.168.139.144.2288: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341946 IP 192.168.139.142.56447 > 192.168.139.144.32773: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341950 IP 192.168.139.142.56447 > 192.168.139.144.3006: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.341977 IP 192.168.139.144.340 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342008 IP 192.168.139.142.56447 > 192.168.139.144.5800: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342012 IP 192.168.139.142.56447 > 192.168.139.144.webster: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342050 IP 192.168.139.144.login > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342061 IP 192.168.139.142.56447 > 192.168.139.144.49153: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342064 IP 192.168.139.142.56447 > 192.168.139.144.1117: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342124 IP 192.168.139.142.56447 > 192.168.139.144.3800: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342128 IP 192.168.139.142.56447 > 192.168.139.144.50389: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342156 IP 192.168.139.142.56447 > 192.168.139.144.3283: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342160 IP 192.168.139.142.56447 > 192.168.139.144.8181: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342184 IP 192.168.139.144.1455 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342187 IP 192.168.139.144.time > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342225 IP 192.168.139.142.56447 > 192.168.139.144.1050: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342230 IP 192.168.139.142.56447 > 192.168.139.144.5030: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342253 IP 192.168.139.144.6 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342303 IP 192.168.139.142.56447 > 192.168.139.144.3995: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342309 IP 192.168.139.142.56447 > 192.168.139.144.6792: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342347 IP 192.168.139.144.32778 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342352 IP 192.168.139.144.1078 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342376 IP 192.168.139.142.56447 > 192.168.139.144.1030: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342379 IP 192.168.139.142.56447 > 192.168.139.144.1974: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342404 IP 192.168.139.144.2288 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342469 IP 192.168.139.142.56447 > 192.168.139.144.4004: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342475 IP 192.168.139.142.56447 > 192.168.139.144.1984: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342492 IP 192.168.139.142.56447 > 192.168.139.144.3703: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342500 IP 192.168.139.144.32773 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342502 IP 192.168.139.144.3006 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342537 IP 192.168.139.144.5800 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342549 IP 192.168.139.142.56447 > 192.168.139.144.4900: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342553 IP 192.168.139.142.56447 > 192.168.139.144.8400: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342574 IP 192.168.139.144.webster > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342605 IP 192.168.139.142.56447 > 192.168.139.144.15660: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342609 IP 192.168.139.142.56447 > 192.168.139.144.4998: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342672 IP 192.168.139.142.56447 > 192.168.139.144.1972: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342678 IP 192.168.139.142.56447 > 192.168.139.144.1026: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342700 IP 192.168.139.144.49153 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342725 IP 192.168.139.144.1117 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342736 IP 192.168.139.142.56447 > 192.168.139.144.32768: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342739 IP 192.168.139.142.56447 > 192.168.139.144.1102: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342768 IP 192.168.139.142.56447 > 192.168.139.144.1023: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342772 IP 192.168.139.142.56447 > 192.168.139.144.50800: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342795 IP 192.168.139.144.3800 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342862 IP 192.168.139.142.56447 > 192.168.139.144.32784: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342868 IP 192.168.139.142.56447 > 192.168.139.144.15003: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342894 IP 192.168.139.144.50389 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342899 IP 192.168.139.144.3283 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342927 IP 192.168.139.144.8181 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342931 IP 192.168.139.144.1050 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.342956 IP 192.168.139.142.56447 > 192.168.139.144.3071: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342960 IP 192.168.139.142.56447 > 192.168.139.144.27355: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.342985 IP 192.168.139.144.5030 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.343057 IP 192.168.139.142.56447 > 192.168.139.144.8082: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.343063 IP 192.168.139.142.56447 > 192.168.139.144.30000: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.343085 IP 192.168.139.144.3995 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.343088 IP 192.168.139.144.6792 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.343119 IP 192.168.139.142.56447 > 192.168.139.144.2030: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.343125 IP 192.168.139.142.56447 > 192.168.139.144.snmp: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.343145 IP 192.168.139.144.1030 > 192.168.139.142.56447: Flags [R.], seq 0, ack 552129162, win 0, length 0
16:42:53.345211 IP 192.168.139.142.56447 > 192.168.139.144.10621: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.345217 IP 192.168.139.142.56447 > 192.168.139.144.4125: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
16:42:53.345238 IP 192.168.139.142.56447 > 192.168.139.144.3003: Flags [S], seq 552129161, win 1024, options [mss 1460], length 0
